EAN,Marca,Nombre,Presentacion,Indicaciones,Categoria,Modo de uso,Beneficios,Propiedades,General
75095528225,L'Oreal,Nutrisse Clasico Tono 93 Margarita,Kit Completo de Coloración Permanente,,Hair Color,"Realizar una prueba de alergia cutánea 48 horas antes. Seguir las instrucciones dentro de la caja. Colocar los guantes, agregar la gota nutritiva y la máscara colorante a la crema reveladora, cerrar y agitar. Distribuir la mezcla sobre las raíces y aplicar primero donde hay mayor concentración de canas. Enjuagar y aplicar el tratamiento pasado el tiempo de espera.","Enriquecido con 4 aceites naturales: Palta, Soja, Oliva, Nuez. Cubre el 100% de canas, nutre y da brillo al cabello, mantiene el color más intenso, luminoso y duradero.","Tintura permanente, fórmula vegana, aprobada por Cruelty Free International, enriquecida con aceites de palta, soja, oliva, nuez y uva.","Incluye crema reveladora capilar de 67,5ml, crema colorante de 45g, 2 sachets de tratamiento capilar nutritivo de 20ml cada uno, gota nutritiva de 4,5ml, par de guantes e instructivo. No hipoalergénico."
7509552835,L'Oreal,Nutrisse Colorissimo Tono 03 Maracuya,Kit Completo de Coloración,,Hair Color,"Realizar prueba de alergia 48hs antes. Seguir instrucciones de la caja. Colocar guantes, agregar gota nutritiva y máscara colorante a la crema reveladora, agitar hasta mezclar. Aplicar en raíces y distribuir en el cabello. Enjuagar y aplicar tratamiento. Usar segundo sachet de tratamiento después de 7 días.","Enriquecido con 4 aceites naturales (Palta, Soja, Oliva, Nuez) para nutrir y dar brillo. Tecnología ultra aclarante para aclarar 3 a 4 tonos sin decoloración previa. Sella la fibra capilar para mantener color intenso y duradero.","Tintura permanente con 100% cobertura de canas y duración de hasta 8 semanas. Enriquecida con aceites de Palta, Soja, Oliva, Nuez y uva. Fórmula vegana y aprobada por Cruelty Free International.","Incluye crema reveladora de 67.5ml, crema colorante de 45g, 2 sachets de tratamiento de 20ml c/u, gota nutritiva de 4.5ml, guantes e instructivo. Tecnología con colorantes de larga duración. Aclaración específica para cabello castaño a claro."
750955282497,L'Oreal,Nutrisse Colorissimo Tono 2Azahar,Kit Completo de Coloración Permanente 45gr,Especialmente formulado para cabello castaño a claro. Cobertura de canas y duración de hasta 8 semanas.,Hair Color,"Realizar prueba de alergia 48hs antes. Seguir instrucciones del instructivo. Colocar guantes, agregar gota nutritiva y máscara colorante a la crema reveladora, agitar hasta mezcla homogénea. Distribuir sobre raíces y cabello, aplicar primero donde hay mayor concentración de canas. Enjuagar y aplicar tratamiento capilar después de 7 días.","Enriquecido con 4 aceites naturales (Palta, Soja, Oliva, Nuez) para nutrir y dar brillo. Tecnología ultra aclarante para un rubio resplandeciente. Sella la fibra capilar para mantener el color intenso, luminoso y duradero.","Aceites de Palta, Soja, Oliva, Nuez. Gota nutritiva con aceite de uva. Fórmula vegana y aprobada por Cruelty Free International.","Incluye crema reveladora, crema colorante, 2 sachets de tratamiento, gota nutritiva, guantes e instructivo. No hipoalergénico."
75095528728,L'Oreal,Nutrisse Ultra Cobertura Tono 20 Negro Claro Profundo,Kit Completo de Coloración Permanente 45gr,,Hair Color,"Realizar prueba de alergia 48hs antes. Seguir instrucciones del instructivo. Colocar guantes, agregar gota nutritiva y máscara colorante a la crema reveladora, agitar. Aplicar en raíces, especialmente donde hay canas. Enjuagar y aplicar tratamiento. Usar segundo sachet de tratamiento a los 7 días.","Enriquecido con 4 aceites naturales: Palta, Soja, Oliva, Nuez. Cobertura 100% de canas. Color intenso, luminoso y duradero. Nutre, da brillo, y sella la fibra capilar.","Aceites de Palta, Soja, Oliva, Nuez y Uva. Fórmula vegana. Cruelty Free.","Incluye crema reveladora, crema colorante, 2 sachets de tratamiento, gota nutritiva, guantes e instructivo. Aprobado por Cruelty Free International."
75095528780,L'Oreal,Nutrisse Ultra Cobertura Tono 30 Castaño Oscuro Profundo,Kit Completo de Coloración Permanente 45gr,,Hair Color,"Realizar la prueba de alergia cutánea 48hs antes. Seguir las instrucciones dentro de la caja. Colocar guantes, agregar la gota nutritiva y la máscara colorante a la crema reveladora, agitar hasta mezcla homogénea, distribuir sobre raíces separando el pelo por mechones, aplicar primero donde hay más canas. Enjuagar y aplicar tratamiento pasado el tiempo de espera.","Enriquecido con 4 aceites naturales (Palta, Soja, Oliva, Nuez) que nutren y dan brillo. Cobertura del 100% de canas. Cabello más nutrido, suave y brillante. Sella la fibra capilar para color más intenso, luminoso y duradero.","Tintura permanente, duración hasta 8 semanas, enriquecida con aceites de Palta, Soja, Oliva, Nuez y uva. Fórmula vegana. Aprobado por Cruelty Free International.","Este kit contiene crema reveladora capilar de 67,5ml, crema colorante capilar de 45g, 2 sachets con tratamiento capilar nutritivo de 20ml c/u, gota nutritiva con aceite capilar mineral y de uva de 4,5ml, par de guantes, instructivo impreso en la cara interna del estuche. No hipoalergénico."
75095528238,L'Oreal,Nutrisse Ultra Cobertura Tono 50 Castaño Claro Profundo,Kit Completo de Coloración,,HAIR COLOR,"Primer Paso: Realización de la prueba de alergia cutánea 48hs antes. Segundo Paso: Seguir las instrucciones de aplicación dentro de la caja. Colocar guantes, agregar gota nutritiva y máscara colorante a la crema reveladora, agitar hasta mezclar homogéneamente, distribuir sobre raíces y cabello. Tercer Paso: Enjuague y tratamiento, emulsionar con agua tibia. Aplicar segundo sachet pasados 7 días.","Enriquecido con 4 aceites naturales: Palta, Soja, Oliva, Nuez. Nutre y da brillo, cubre 100% de canas, mantiene color intenso, luminoso y duradero.","Tintura permanente con 100% cobertura de canas, hasta 8 semanas de duración, enriquecida con aceites de Palta, Soja, Oliva, Nuez y uva. Fórmula vegana, aprobada por Cruelty Free International.",
75095528797,L'Oreal,Nutrisse Ultra Cobertura Tono 60 Rubio Oscuro Profundo,Kit Completo de Coloración,,Hair Color,"Realizar la prueba de alergia cutánea 48hs antes. Seguir las instrucciones de aplicación dentro de la caja. Colocar los guantes, agregar la gota nutritiva y la crema colorante a la crema reveladora, agitar hasta mezclar homogéneamente. Distribuir sobre las raíces, aplicar primero donde hay mayor concentración de canas. Enjuagar y aplicar tratamiento pasados 7 días.","Enriquecido con 4 aceites naturales para nutrir y dar brillo. Cobertura del 100% de canas. Color más intenso, luminoso y duradero.","Tintura permanente, aceites de Palta, Soja, Oliva, Nuez y Uva. Fórmula vegana, aprobada por Cruelty Free International.","Incluye crema reveladora de 67,5ml, crema colorante de 45g, 2 sachets de tratamiento capilar nutritivo de 20ml c/u, gota nutritiva de 4,5ml, par de guantes e instructivo. Aprobado por Cruelty Free International. Fórmula vegana."
75095528322,L'Oreal,Nutrisse Ultra Cobertura Tono 70 Rubio Profundo,Kit Completo de Coloración Permanente 45gr,,Hair Color,"Realizar prueba de alergia 48hs antes. Seguir instrucciones de aplicación en la caja. Colocar guantes, agregar gota nutritiva y crema colorante a la crema reveladora, agitar. Aplicar mezcla sobre raíces, especialmente en áreas con más canas. Enjuagar y aplicar tratamiento capilar.","Cobertura 100% de canas, color vibrante y duradero hasta 8 semanas, cabello más nutrido, suave y brillante.","Enriquecido con aceites de Palta, Soja, Oliva, Nuez y Uva. Fórmula vegana, aprobada por Cruelty Free International.","Incluye crema reveladora, crema colorante, tratamientos capilares, gota nutritiva, guantes e instructivo. Tecnología con colorantes de larga duración."
75095528674,L'Oreal,Nutrisse Ultra Cobertura Tono 80 Rubio Claro Profundo,Kit Completo de Coloración Permanente 45gr,,Hair Color,"Realizar prueba de alergia 48 horas antes. Seguir instrucciones dentro de la caja. Usar guantes, agregar gota nutritiva y crema colorante a la crema reveladora, mezclar bien. Aplicar en raíces, luego en todo el cabello. Enjuagar y aplicar tratamiento. Usar segundo sachet de tratamiento después de 7 días.","Enriquecido con 4 aceites naturales: Palta, Soja, Oliva, Nuez. Nutre y da brillo. Cobertura 100% de canas. Color intenso, luminoso y duradero. Sella la fibra capilar.","Tintura permanente, enriquecida con aceites de Palta, Soja, Oliva, Nuez. Gota nutritiva con aceite de uva. Fórmula vegana, cruelty free.","Aprobado por Cruelty Free International. Incluye crema reveladora, crema colorante, sachets de tratamiento, gota nutritiva, guantes e instructivo."
360052395390,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,Para lograr un tono con acabado uniforme en el rostro y cuello.,Base de Maquillaje en Polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello. Usar la esponja incluida para aplicar la cantidad óptima de producto y lograr un acabado parejo.,"Larga duración, a prueba de todo, alta cobertura.",No hipoalergénico.,Look natural por 24 horas. Parte de la línea Infaillible 24hs. Uso día y noche.
360052395598,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,Para lograr un tono con acabado uniforme en el rostro y cuello.,Base de Maquillaje en Polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello usando la esponja incluida para un acabado parejo.,"Larga duración, a prueba de todo, alta cobertura, acabado matte, look natural por 24 horas.",,Parte de la línea Infaillible 24hs. Uso día y noche. No hipoalergénico.
36005239574,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,"Para todo tipo de piel, uso día y noche.",Base de maquillaje en polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello con la esponja incluida para lograr un acabado uniforme.,"Alta cobertura, larga duración, acabado matte, look natural por 24 horas.",,Franquicia: Infallible. Zona: Rostro. Tipo de producto: Base de Maquillaje en Polvo. No hipoalergénico.
360052395895,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,Para lograr un tono con acabado uniforme en todo el rostro y cuello.,Base de maquillaje en polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello con la esponja que trae el producto para lograr un acabado parejo.,"Larga duración, a prueba de todo, alta cobertura.","Matifica como un polvo, acabado natural por 24 horas.",Incluye esponja para aplicación óptima. Uso: Día y Noche. No es hipoalergénico.
360052395543,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,Para lograr un tono con acabado uniforme en el rostro y cuello.,Base de maquillaje en polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello con la esponja que trae el producto.,"Larga duración, a prueba de todo, alta cobertura, acabado matte.",,Zona: Rostro. Uso: Día y Noche. Hipoalergénico: No.
360052395444,L'Oreal,Infaillible 24HS Fresh Wear Base en Polvo,9g,"Para todo tipo de piel, especialmente para quienes buscan alta cobertura y acabado matte.",Base de Maquillaje en Polvo,Aplicar sobre la piel limpia e hidratada en todo el rostro y cuello. Utilizar la esponja incluida para aplicar la cantidad óptima de producto y lograr un acabado uniforme.,"Larga duración, a prueba de todo, alta cobertura, acabado matte, look natural por 24 horas.",,Parte de la línea Infaillible 24hs. No es hipoalergénico. Uso día y noche.
3077499,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Matte Cover Tono Golden Amber,30ml,,Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel.,"Alta cobertura mate, textura ultra fluida, acabado natural, sin sensación grasa, resistente al agua, transpiración y calor, con protección solar.",,Uso: Día y Noche. Hipoalergénico: No.
3077482,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Matte Cover Tono Golden Sand,30ml,,Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel.,"Alta cobertura mate, textura ultra fluida, acabado natural, sin sensación grasa, resistente al agua, transpiración y calor, con protección solar.","Textura ultra fluida, cobertura mate, resultado natural.",Uso: Día y Noche. Hipoalergénico: No.
3076737,L'Oreal,Infaillible Matte Cover Tono Radiant Honey,30ml,"Para el rostro, adecuada para piel grasa.",Base de Maquillaje,Aplica con una brocha para un acabado uniforme. Uso día y noche.,"Alta cobertura mate, textura ultra fluida, acabado natural, resistente al agua, transpiración y calor, con protección solar.","Textura ultra fluida, cobertura mate, acabado natural, resistente al agua, transpiración y calor.",
3077468,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Matte Cover Tono Radiant Vanilla,30ml,,Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel.,"Textura ultra fluida, cobertura mate, resultado natural.","Alta cobertura mate, textura ultra fluida, acabado natural, sin sensación grasa, resistente al agua, resistente a la transpiración, resistente al calor, con protección solar.",Uso: Día y Noche. Hipoalergénico: No.
3076720,L'Oreal,Infaillible Matte Cover Tono Rose Vanilla,30ml,,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel.,"Alta cobertura mate, textura ultra fluida, acabado natural, sin sensación grasa, resistente al agua, transpiración y calor, con protección solar.",,Uso: Día y Noche. Hipoalergénico: No.
360052364486,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Tono Golden,30ml,"Para el rostro, adecuada para uso diario, día y noche.",Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en la piel.,"Ultra hidratante, intransferible, de larga duración, a prueba de agua y sudor, cobertura perfecta, sensación de frescura, hidratación continua todo el día.","Pigmentos de fijación extrema, textura ligera y fluida.",
360052364493,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Tono Golden Beige,30ml,"Para el rostro, adecuada para uso día y noche.",Base de maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en la piel.,"Cobertura perfecta, sensación de frescura, hidratación continua todo el día, larga duración a prueba de agua y sudor hasta 24 horas.","Textura ligera y fluida, pigmentos de fijación extrema.",
360052364530,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Tono Miel,30ml,Para el rostro. Uso día y noche.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel.,"Ultra hidratante, intransferible, larga duración, a prueba de agua y sudor, cobertura perfecta, sensación de frescura, hidratación continua todo el día.","Pigmentos de fijación extrema, textura ligera y fluida.",
36005236443,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Tono Rose Beige,30ml,Para el rostro. Uso día y noche. No es hipoalergénico.,Base de Maquillaje,"Aplícalo en los pómulos, las cejas y el tabique nasal. Se puede usar solo, debajo de la base de maquillaje o combinado con crema hidratante.","Ultra hidratante, intransferible, larga duración a prueba de agua y sudor, dura hasta 24 horas, efecto glow.","Enriquecido con aceite de coco, textura ligera y fluida.",
360052364479,L'Oreal,Base de Maquillaje L'Oréal París Infaillible Tono Sand,30ml,"Para el rostro. Ultra hidratante, intransferible, de larga duración a prueba de agua y sudor.",Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"A prueba de agua, textura liviana, duración 24hs.","Textura ligera y fluida, cobertura perfecta, sensación de frescura.",Hipoalergénico: No.
36005236447,L'Oreal,Base de Maquillaje L'Oréal París Infaillible,30ml,Para el rostro. Apto para uso día y noche.,Base de maquillaje,Aplica con una brocha para un acabado uniforme.,"Cobertura perfecta, sensación de frescura, hidratación continua todo el día, larga duración a prueba de agua y sudor.","Pigmentos de fijación extrema, textura ligera y fluida.",
360052364455,L'Oreal,Infaillible Base de Maquillaje Tono Vainilla,30ml,,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel.,"Cobertura perfecta, sensación de frescura, hidratación continua todo el día, larga duración, a prueba de agua y sudor.","Pigmentos de fijación extrema, textura ligera y fluida.","Ultra hidratante, intransferible, dura hasta 24 horas."
3600523989898,L'Oreal,True Match Serum Tono 05-2,30ml,Apto para pieles sensibles. No comedogénico. Aprobado por dermatólogos.,Base de Maquillaje en Serum,Aplicar el sérum con color sobre la piel limpia e hidratada en todo el rostro y el cuello para un tono y acabado uniforme. Uso día y noche.,Piel hidratada y radiante al instante. Textura ligera. Acabado natural. Piel más rellena y suave en seis semanas.,Contiene Ácido Hialurónico. Textura ligera y cobertura modulable.,
3600523989904,L'Oreal,True Match Serum Tono 2-3,30ml,Apto para pieles sensibles. No comedogénico. Aprobado por dermatólogos.,Base de Maquillaje en Serum,Mezclar unas gotas con la base de maquillaje o hidratante para potenciar la luminosidad. Aplicar una gota en las mejillas y fundir con la piel para un toque de luz. Uso día y noche.,"Piel radiante al instante, aporta luz natural, efecto glow. Piel más rellena y suave en seis semanas. Acabado natural y luminoso, textura ligera y cobertura modulable.",Contiene Ácido Hialurónico.,
36005239899,L'Oreal,True Match Tinted Serum,30ml,Apto para pieles sensibles. No comedogénico. Aprobado por dermatólogos.,Base de maquillaje en serum,Aplicar el sérum con color sobre la piel limpia e hidratada en todo el rostro y el cuello para un tono y acabado uniforme. Uso día y noche.,Piel hidratada y radiante al instante. Textura ligera. Acabado natural. Piel más rellena y suave en seis semanas.,Contiene Ácido Hialurónico.,
3600523989928,L'Oreal,True Match Tinted Serum,30ml,Apto para pieles sensibles. Aprobado por dermatólogos.,Base de Maquillaje en Serum,Aplicar el sérum con color sobre la piel limpia e hidratada en todo el rostro y el cuello para un tono y acabado uniforme. Uso: Día y Noche.,"Piel hidratada y radiante al instante, textura ligera, acabado natural, piel más rellena y más suave.","Contiene Ácido Hialurónico, no comedogénico.","Acabado natural y luminoso, textura ligera y cobertura modulable. Resultados en seis semanas: piel más rellena y suave."
3600523989935,L'Oreal,True Match Tinted Serum,30ml,Apto para pieles sensibles. No comedogénico. Aprobado por dermatólogos.,Base de maquillaje en serum,Aplicar el sérum con color sobre la piel limpia e hidratada en todo el rostro y el cuello para un tono y acabado uniforme.,"Piel hidratada y radiante al instante, textura ligera, acabado natural.",Contiene Ácido Hialurónico.,"En seis semanas, piel más rellena y más suave. Acabado natural y luminoso, textura ligera y cobertura modulable."
360052286258,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Ambre Dore,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24 horas de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
360052286243,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Beige,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862406,L'Oreal,True Match Base de Maquillaje,30ml,Apta para todo tipo de piel.,Base de maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24 horas de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862543,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Beige Dore,30ml,Apta para todo tipo de piel.,Base de maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
360052363564,L'Oreal,True Match Base de Maquillaje Tono Beige Pea,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para un acabado uniforme. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862499,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Beige Rose,30ml,Apta para todo tipo de piel.,Base de maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",Uso: Día y Noche. Hipoalergénico: No.
3600522862383,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Ivoire,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862475,L'Oreal,True Match Base de Maquillaje,30ml,Apta para todo tipo de piel.,Base de maquillaje,Aplica con una brocha para un acabado uniforme. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
36005228404,L'Oreal,True Match Base de Maquillaje Tono Linen,30ml,Apta para todo tipo de piel.,Base de maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862437,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Miel,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600523635696,L'Oreal,True Match Base de Maquillaje Tono Miel Dore,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"A prueba de agua, textura liviana, duración 24 horas, acabado perfecto, 24 horas de hidratación.","Textura fluida, alto poder cubritivo, SPF 7.",
3600522862550,L'Oreal,True Match Base de Maquillaje,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862420,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Sable,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en la piel. Uso Día y Noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862567,L'Oreal,True Match Base de Maquillaje Tono Sable Dore,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para un acabado uniforme. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862505,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Sable Rose,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862390,L'Oreal,Base de Maquillaje L'Oréal París True Match,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica con una brocha para proporcionar un acabado uniforme en tu piel. Uso día y noche.,"Alto poder cubritivo, 24 horas de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
3600522862482,L'Oreal,Base de Maquillaje L'Oréal París True Match Tono Vanille Rose,30ml,Apta para todo tipo de piel.,Base de Maquillaje,Aplica tu base de maquillaje con una brocha para proporcionar un acabado uniforme en tu piel.,"Alto poder cubritivo, 24hs de hidratación, acabado perfecto.","Textura fluida, SPF 7.",
7249650097,L'Oreal,Brillo Labial L'Oréal Paris Paradise Gloss Tono Blissful Blush,7ml,Labios suaves e hidratados con brillo natural.,Brillo Labial,Aplica el labial dejando que se derrita suavemente con tus labios.,"Hidratación intensa, volumen intenso, intensifica el color de los labios.",Fórmula enriquecida con hasta un 98% de ingredientes naturales.,Disponible en 5 tonos. Uso día y noche. Efecto gloss. No hipoalergénico.
7249650066,L'Oreal,Brillo Labial L'Oréal Paris Paradise Gloss Tono Celestial Blossom,7ml,"Para labios, uso día y noche.",Make Up,Aplica el labial dejando que se derrita suavemente con tus labios.,"Hidratación intensa, volumen intenso, intensifica el color de los labios.",Fórmula enriquecida con hasta un 98% de ingredientes naturales.,Disponible en 5 tonos. Efecto gloss. No hipoalergénico.
724965034,L'Oreal,Brillo Labial L'Oréal Paris Paradise Gloss Tono Feathery Fleur,7ml,"Para labios, uso día y noche.",Make Up,Aplica el labial dejando que se derrita suavemente con tus labios.,"Hidratación intensa, volumen intenso, intensifica el color de los labios.",Fórmula enriquecida con hasta un 98% de ingredientes naturales.,Disponible en 5 tonos. Efecto gloss. No hipoalergénico.
7249650042,L'Oreal,Brillo Labial L'Oréal Paris Paradise Gloss Tono Porcelain Petal,7ml,"Para labios, día y noche.",Brillo Labial,Aplica el labial dejando que se derrita suavemente con tus labios.,"Hidratación intensa, volumen intenso, intensifica el color de tus labios.",Fórmula enriquecida con hasta un 98% de ingredientes naturales.,Disponible en 5 tonos. Efecto gloss. No hipoalergénico.
724965072,L'Oreal,Brillo Labial L'Oréal Paris Paradise Gloss Tono Rosy Utopia,7ml,"Labios suaves e hidratados, mejora la apariencia de los labios, brillo natural.",Make up,Aplica el labial dejando que se derrita suavemente con tus labios.,"Hidratación intensa, volumen intenso, intensifica el color de los labios.",Fórmula enriquecida hasta con un 98% de ingredientes naturales.,Disponible en 5 tonos. Uso día y noche. Efecto gloss.
3600523969692,L'Oreal,Bronzer LÓréal Paris Terra Paradise Powder Tono Baby One,9gr,Todo tipo de piel.,Make Up,Aplica el bronzer en pómulos para conseguir un bronceado natural y saludable. Uso día y noche.,"Acabado natural, broncea, ilumina.","Ingredientes de origen natural, extracto de coco y mango.",Franquicia: Paradise. Subfranquicia: Bronze to Paradise. Zona: Rostro. Tipo de producto: Bronzer. Hipoalergénico: No.
3600523560837,L'Oreal,Bronzer LÓréal Paris Terra Paradise Powder,9gr,Todo tipo de piel,MAKE UP,Aplica el bronzer en pómulos si quieres conseguir un bronceado natural y saludable. Uso día y noche.,"Acabado natural, broncea, ilumina.",Fórmula compuesta de 9% de ingredientes de origen natural con extracto de coco y mango.,Franquicia: Paradise. Subfranquicia: Bronze to Paradise. Zona: Rostro. Tipo de producto: Bronzer. Hipoalergénico: No.
3073644,L'Oreal,Corrector de Ojos L'Oréal Paris Infaillible Tono Cashew,0ml,Todo tipo de piel.,Make Up,Aplicá el corrector debajo del ojo para cubrir ojeras y esparci para un acabado uniforme. Para cubrir las imperfecciones del rostro aplica un puntito en donde se quiera corregir.,"24hs de alta cobertura, se puede usar en todo el rostro, cubre imperfecciones.",,Uso: Día y Noche. Hipoalergénico: No.
3073583,L'Oreal,Corrector de Ojos L'Oréal Paris Infaillible Tono Fawn/Chamois,0ml,Todo tipo de piel. Se puede usar en todo el rostro.,Corrector de Ojos,Uso día y noche.,24 horas de alta cobertura para un resultado súper natural. Cubre ojeras e imperfecciones.,No es hipoalergénico.,
3073446,L'Oreal,Corrector de Ojos L'Oréal Paris Infaillible Tono Walnut,0ml,Todo tipo de piel,Corrector de Ojos,Aplicá el corrector debajo del ojo para cubrir ojeras y esparci para un acabado uniforme. Para cubrir las imperfecciones del rostro aplica un puntito en donde se quiera corregir.,"24hs de alta cobertura, se puede usar en todo el rostro, cubre imperfecciones.",,Franquicia: Infallible. Zona: Rostro. Tipo de producto: Corrector de Ojos. Uso: Día y Noche. Hipoalergénico: No.
360052399239,L'Oreal,Corrector de Ojos True Match Eye Cream,23gr,Para cubrir ojeras y corregir imperfecciones del rostro.,Make Up,"Aplicar debajo del ojo para cubrir ojeras y esparcir para un acabado uniforme. Para cubrir imperfecciones del rostro, aplicar un puntito en donde se quiera corregir.","24hs de alta cobertura, se puede usar en todo el rostro, cubre imperfecciones.","Enriquecido con 0,5% de Ácido Hialurónico puro.",Reduce visiblemente las líneas de expresión. Uso: Día y Noche. Hipoalergénico: No.
360052399284,L'Oreal,True Match Eye Cream Corrector de Ojos,23gr,Para cubrir ojeras y corregir imperfecciones del rostro.,Corrector de Ojos,"Aplicar debajo del ojo para cubrir ojeras y esparcir para un acabado uniforme. Para cubrir imperfecciones del rostro, aplicar un puntito en donde se quiera corregir.","24 horas de alta cobertura, cubre imperfecciones, aporta luminosidad, reduce visiblemente las líneas de expresión.","Enriquecido con 0,5% de Ácido Hialurónico puro.",Se puede usar en todo el rostro. Uso día y noche. No hipoalergénico.
360052398430,L'Oreal,Corrector de Ojos L'Oréal Paris True Match Eye Cream,23gr,"Para el contorno de ojos, reduce visiblemente las líneas de expresión.",Corrector de Ojos,Uso día y noche.,Aporta el cuidado de un contorno de ojos y la luminosidad de un corrector.,"Enriquecido con 0,5% de Ácido Hialurónico puro.",
